transition_id,transition_date,from_sku,to_sku,from_package_size,to_package_size,worker_skill,crew_size,days_since_last_clean,equipment_condition,shift,day_of_week,setup_time,labor_cost,material_loss,wash_cost,packaging_time,downtime,sequence_violation_ref
TR-0162,2026-04-28,SKU-GRAY-001,SKU-PURPLE-001,18L,18L,0.3,5,2,1.0,day,1,20.27,86163.96,2.55,32303.11,8.04,9.22,0
TR-0163,2026-04-29,SKU-GRAY-001,SKU-YELLOW-001,4L,18L,0.9,2,5,0.7,day,2,22.92,38961.08,2.76,35668.72,12.08,10.42,0
TR-0164,2026-04-30,SKU-GREEN-001,SKU-BLACK-001,1L,1L,0.6,4,4,0.7,night,3,22.11,75174.68,2.79,34640.25,8.21,10.05,0
TR-0165,2026-05-01,SKU-SILVER-001,SKU-ORANGE-001,18L,4L,0.9,2,1,0.3,night,4,26.75,45477.1,3.12,40547.02,12.43,12.16,1
TR-0166,2026-05-02,SKU-IVORY-001,SKU-ORANGE-001,1L,1L,0.3,3,6,1.0,day,5,21.49,54806.98,2.63,33854.64,8.15,9.77,0
TR-0167,2026-05-03,SKU-GOLD-001,SKU-GRAY-001,18L,4L,0.9,4,0,1.0,night,6,24.38,82877.78,2.83,37523.77,12.22,11.08,1
TR-0168,2026-05-04,SKU-RED-001,SKU-RED-001,1L,1L,0.9,3,6,0.7,day,0,12.63,32195.97,1.38,17569.29,7.35,5.74,0
TR-0169,2026-05-05,SKU-PURPLE-001,SKU-BLUE-001,4L,18L,0.9,5,5,0.3,night,1,20.52,87199.53,2.29,32613.23,11.87,9.33,0
TR-0170,2026-05-06,SKU-RED-001,SKU-IVORY-001,4L,4L,0.9,2,0,0.3,day,2,22.85,38850.49,2.89,35585.93,8.28,10.39,0
TR-0171,2026-05-07,SKU-YELLOW-001,SKU-BLACK-001,1L,4L,0.6,2,0,0.7,day,3,29.54,50224.78,4.0,44101.44,12.69,13.43,0
TR-0172,2026-05-08,SKU-BLACK-001,SKU-GREEN-001,18L,18L,0.9,2,4,0.7,day,4,21.76,36999.15,2.75,34199.9,8.18,9.89,0
TR-0173,2026-05-09,SKU-YELLOW-001,SKU-PURPLE-001,18L,18L,0.9,2,3,0.7,night,5,24.83,42215.17,3.3,38104.94,8.46,11.29,0
TR-0174,2026-05-10,SKU-GRAY-001,SKU-BLUE-001,1L,18L,0.3,2,6,1.0,day,6,24.5,41654.03,2.95,37684.84,12.23,11.14,0
TR-0175,2026-05-11,SKU-BLUE-001,SKU-PURPLE-001,1L,4L,0.3,5,5,0.7,night,0,20.73,88094.87,2.32,32881.35,11.88,9.42,0
TR-0176,2026-05-12,SKU-BLACK-001,SKU-PURPLE-001,18L,1L,0.3,2,5,1.0,night,1,21.62,36760.35,2.55,34021.11,11.97,9.83,0
TR-0177,2026-05-13,SKU-WHITE-001,SKU-SILVER-001,1L,1L,0.3,3,6,1.0,day,2,25.57,65190.93,2.97,39037.36,8.52,11.62,0
TR-0178,2026-05-14,SKU-BLACK-001,SKU-RED-001,4L,18L,0.6,3,2,0.7,night,3,24.41,62234.57,3.11,37561.82,12.22,11.09,0
TR-0179,2026-05-15,SKU-GOLD-001,SKU-ORANGE-001,18L,1L,0.6,3,3,0.3,day,4,26.95,68733.97,3.07,40805.72,12.45,12.25,1
TR-0180,2026-04-01,SKU-BLACK-001,SKU-GOLD-001,1L,18L,0.9,2,1,0.3,night,2,33.46,56880.96,4.34,49084.67,13.04,15.21,0
TR-0181,2026-04-02,SKU-BLACK-001,SKU-BLACK-001,1L,18L,0.3,5,4,1.0,night,3,14.29,60721.46,1.56,19683.97,11.3,6.49,0
TR-0182,2026-04-03,SKU-GOLD-001,SKU-GRAY-001,1L,18L,0.9,2,0,0.7,night,4,25.05,42577.41,2.9,38376.13,12.28,11.38,1
TR-0183,2026-04-04,SKU-IVORY-001,SKU-BLUE-001,4L,18L,0.9,2,6,1.0,day,5,28.22,47976.13,3.68,42417.96,12.57,12.83,0
TR-0184,2026-04-05,SKU-ORANGE-001,SKU-PURPLE-001,4L,4L,0.9,4,4,0.3,night,6,22.53,76596.9,2.82,35172.64,8.25,10.24,0
TR-0185,2026-04-06,SKU-PURPLE-001,SKU-PURPLE-001,1L,1L,0.3,3,0,0.3,night,0,12.64,32225.15,1.38,17583.85,7.35,5.74,0
TR-0186,2026-04-07,SKU-PURPLE-001,SKU-GOLD-001,18L,18L,0.9,5,3,0.3,night,1,28.66,121824.83,3.63,42982.3,8.81,13.03,0
TR-0187,2026-04-08,SKU-BLUE-001,SKU-GREEN-001,1L,1L,0.6,2,0,0.7,day,2,17.76,30192.17,2.07,29103.77,7.81,8.07,0
TR-0188,2026-04-09,SKU-BLUE-001,SKU-PURPLE-001,18L,1L,0.6,2,2,0.7,day,3,19.46,33082.94,2.18,31267.98,11.77,8.85,0
TR-0189,2026-04-10,SKU-GREEN-001,SKU-RED-001,4L,4L,0.9,2,7,1.0,night,4,17.07,29015.82,1.93,28223.07,7.75,7.76,0
TR-0190,2026-04-11,SKU-GOLD-001,SKU-BLUE-001,1L,4L,0.6,3,7,1.0,day,5,30.91,78820.47,3.82,45839.99,12.81,14.05,1
TR-0191,2026-04-12,SKU-IVORY-001,SKU-GREEN-001,18L,1L,0.9,3,0,0.3,day,6,25.51,65042.82,3.25,38963.44,12.32,11.59,0
TR-0192,2026-04-13,SKU-RED-001,SKU-WHITE-001,18L,4L,0.6,4,1,0.3,night,0,27.34,92939.75,3.47,41290.28,12.49,12.43,0
TR-0193,2026-04-14,SKU-GREEN-001,SKU-ORANGE-001,18L,4L,0.3,5,0,1.0,night,1,19.51,82936.07,2.31,31336.47,11.77,8.87,0
TR-0194,2026-04-15,SKU-GREEN-001,SKU-SILVER-001,1L,18L,0.3,4,3,0.3,day,2,30.62,104105.58,3.72,45470.0,12.78,13.92,0
TR-0195,2026-04-16,SKU-RED-001,SKU-WHITE-001,18L,1L,0.3,2,5,0.7,day,3,28.19,47915.28,3.56,42372.41,12.56,12.81,0
TR-0196,2026-04-17,SKU-IVORY-001,SKU-GOLD-001,4L,4L,0.6,4,3,0.7,night,4,24.63,83736.58,2.84,37845.24,8.44,11.19,0
TR-0197,2026-04-18,SKU-YELLOW-001,SKU-WHITE-001,18L,4L,0.9,2,2,0.3,day,5,22.08,37539.24,2.56,34604.24,12.01,10.04,0
TR-0198,2026-04-19,SKU-BLUE-001,SKU-BLACK-001,1L,4L,0.9,3,0,0.3,day,6,21.74,55440.36,2.62,34170.77,11.98,9.88,0
TR-0199,2026-04-20,SKU-GRAY-001,SKU-GRAY-001,18L,4L,0.9,2,4,0.3,night,0,15.69,26673.27,1.71,21469.29,11.43,7.13,0
TR-0200,2026-04-21,SKU-BLUE-001,SKU-SILVER-001,4L,18L,0.9,5,1,1.0,day,1,29.06,123504.94,3.68,43485.44,12.64,13.21,1
TR-0201,2026-04-22,SKU-YELLOW-001,SKU-SILVER-001,4L,18L,0.3,4,5,1.0,night,2,24.65,83794.9,2.71,37867.07,12.24,11.2,0
TR-0202,2026-04-23,SKU-GOLD-001,SKU-GRAY-001,1L,1L,0.6,3,3,1.0,night,3,22.82,58181.6,2.66,35538.95,8.27,10.37,1
TR-0203,2026-04-24,SKU-WHITE-001,SKU-RED-001,1L,4L,0.6,4,2,1.0,night,4,25.79,87676.61,3.3,39320.12,12.34,11.72,0
TR-0204,2026-04-25,SKU-SILVER-001,SKU-IVORY-001,4L,1L,0.3,2,3,1.0,night,5,25.03,42549.61,2.82,38355.33,12.28,11.38,1
TR-0205,2026-04-26,SKU-GREEN-001,SKU-GREEN-001,4L,18L,0.3,3,0,1.0,day,6,12.95,33017.59,1.41,17979.37,11.18,5.89,0
TR-0206,2026-04-27,SKU-GREEN-001,SKU-BLACK-001,18L,1L,0.6,4,1,0.3,night,0,25.34,86153.86,3.14,38750.11,12.3,11.52,0
TR-0207,2026-04-28,SKU-ORANGE-001,SKU-WHITE-001,18L,18L,0.3,5,6,1.0,night,1,22.96,97562.63,2.88,35716.62,8.29,10.43,0
TR-0208,2026-04-29,SKU-BLUE-001,SKU-GREEN-001,1L,1L,0.9,5,1,1.0,day,2,16.32,69348.84,1.91,27267.57,7.68,7.42,0
TR-0209,2026-04-30,SKU-ORANGE-001,SKU-WHITE-001,1L,4L,0.6,2,3,1.0,night,3,23.84,40528.71,2.98,36842.35,12.17,10.84,0
TR-0210,2026-05-01,SKU-GRAY-001,SKU-GOLD-001,1L,18L,0.6,2,7,1.0,night,4,26.96,45829.7,3.11,40811.0,12.45,12.25,0
TR-0211,2026-05-02,SKU-SILVER-001,SKU-GRAY-001,18L,4L,0.3,5,3,0.3,night,5,29.02,123336.37,3.4,43434.96,12.64,13.19,1
TR-0212,2026-05-03,SKU-WHITE-001,SKU-YELLOW-001,18L,1L,0.9,2,6,1.0,day,6,20.97,35648.65,2.44,33188.83,11.91,9.53,0
TR-0213,2026-05-04,SKU-PURPLE-001,SKU-YELLOW-001,18L,4L,0.6,2,2,0.7,day,0,27.78,47229.47,3.62,41858.96,12.53,12.63,1
TR-0214,2026-05-05,SKU-RED-001,SKU-PURPLE-001,1L,1L,0.6,2,5,1.0,day,1,18.94,32193.99,2.32,30602.45,7.92,8.61,0
TR-0215,2026-05-06,SKU-IVORY-001,SKU-GOLD-001,4L,1L,0.6,2,2,0.7,night,2,26.78,45531.26,3.08,40587.57,12.43,12.17,0
TR-0216,2026-05-07,SKU-PURPLE-001,SKU-BLUE-001,18L,1L,0.6,5,2,0.7,night,3,19.35,82218.25,2.17,31121.51,11.76,8.79,0
TR-0217,2026-05-08,SKU-YELLOW-001,SKU-SILVER-001,18L,1L,0.3,2,3,0.3,night,4,26.09,44353.77,2.87,39706.03,12.37,11.86,0
TR-0218,2026-05-09,SKU-GRAY-001,SKU-SILVER-001,18L,4L,0.9,4,4,0.7,day,5,26.93,91557.52,3.17,40772.87,12.45,12.24,0
TR-0219,2026-05-10,SKU-RED-001,SKU-PURPLE-001,18L,1L,0.6,5,4,0.7,day,6,22.13,94050.64,2.67,34664.9,12.01,10.06,0
TR-0220,2026-05-11,SKU-ORANGE-001,SKU-BLACK-001,4L,4L,0.6,2,6,0.7,night,0,25.05,42578.86,3.29,38377.22,8.48,11.38,0
TR-0221,2026-05-12,SKU-YELLOW-001,SKU-GRAY-001,4L,18L,0.9,2,2,1.0,night,1,20.33,34566.63,2.47,32378.76,11.85,9.24,0
TR-0222,2026-05-13,SKU-BLACK-001,SKU-GOLD-001,1L,4L,0.6,3,4,1.0,night,2,33.33,84980.62,4.32,48914.57,13.03,15.15,0
TR-0223,2026-05-14,SKU-GRAY-001,SKU-IVORY-001,18L,4L,0.6,4,1,0.3,day,3,24.02,81669.22,2.94,37071.37,12.18,10.92,0
TR-0224,2026-05-15,SKU-GRAY-001,SKU-YELLOW-001,1L,4L,0.6,3,1,0.7,day,4,21.93,55912.16,2.65,34406.25,11.99,9.97,0
TR-0225,2026-04-01,SKU-BLUE-001,SKU-GOLD-001,4L,1L,0.6,3,1,1.0,day,2,28.25,72025.31,3.53,42448.46,12.57,12.84,0
TR-0226,2026-04-02,SKU-GREEN-001,SKU-GRAY-001,18L,18L,0.6,5,2,1.0,night,3,16.98,72152.01,2.0,28107.02,7.74,7.72,0
TR-0227,2026-04-03,SKU-WHITE-001,SKU-WHITE-001,18L,1L,0.3,5,3,1.0,day,4,13.96,59340.53,1.52,19270.43,11.27,6.35,0
TR-0228,2026-04-04,SKU-YELLOW-001,SKU-GREEN-001,18L,1L,0.6,2,3,1.0,day,5,24.36,41405.82,3.06,37499.01,12.21,11.07,0
TR-0229,2026-04-05,SKU-SILVER-001,SKU-YELLOW-001,1L,4L,0.6,4,6,1.0,night,6,25.2,85682.38,2.77,38573.62,12.29,11.45,1
TR-0230,2026-04-06,SKU-BLACK-001,SKU-GREEN-001,4L,1L,0.6,3,2,0.3,day,0,25.48,64976.15,3.16,38930.17,12.32,11.58,0
TR-0231,2026-04-07,SKU-BLUE-001,SKU-GRAY-001,1L,1L,0.3,4,4,1.0,day,1,20.54,69838.75,2.52,32642.85,8.07,9.34,0
TR-0232,2026-04-08,SKU-SILVER-001,SKU-SILVER-001,4L,4L,0.9,3,7,0.7,night,2,12.52,31921.21,1.37,17432.16,7.34,5.69,0
TR-0233,2026-04-09,SKU-GOLD-001,SKU-YELLOW-001,4L,18L,0.3,3,5,1.0,day,3,26.2,66802.45,2.95,39841.69,12.38,11.91,1
TR-0234,2026-04-10,SKU-BLUE-001,SKU-ORANGE-001,4L,18L,0.6,5,3,0.7,day,4,23.73,100849.78,2.9,36701.0,12.16,10.79,0
TR-0235,2026-04-11,SKU-BLACK-001,SKU-ORANGE-001,4L,18L,0.6,2,2,0.3,day,5,27.92,47468.28,3.6,42037.75,12.54,12.69,0
TR-0236,2026-04-12,SKU-GREEN-001,SKU-GOLD-001,4L,4L,0.6,3,6,0.3,day,6,26.98,68790.75,3.25,40834.07,8.65,12.26,0
TR-0237,2026-04-13,SKU-WHITE-001,SKU-ORANGE-001,18L,18L,0.6,2,1,1.0,night,0,20.87,35476.78,2.65,33060.16,8.1,9.49,0
TR-0238,2026-04-14,SKU-GOLD-001,SKU-BLUE-001,1L,18L,0.9,4,0,0.3,night,1,29.71,101007.24,3.69,44310.2,12.7,13.5,1
TR-0239,2026-04-15,SKU-BLACK-001,SKU-RED-001,4L,18L,0.6,3,0,0.7,night,2,23.55,60063.28,3.01,36478.11,12.14,10.71,0
TR-0240,2026-04-16,SKU-ORANGE-001,SKU-RED-001,18L,18L,0.9,5,2,0.7,day,3,17.15,72871.24,1.98,28322.4,7.76,7.79,0
TR-0241,2026-04-17,SKU-IVORY-001,SKU-IVORY-001,18L,1L,0.3,4,3,0.7,night,4,15.56,52904.51,1.7,21303.83,11.41,7.07,0
TR-0242,2026-04-18,SKU-IVORY-001,SKU-WHITE-001,4L,4L,0.6,3,5,0.7,day,5,14.0,35694.34,1.62,19315.36,7.47,6.36,0
TR-0243,2026-04-19,SKU-GREEN-001,SKU-PURPLE-001,18L,4L,0.6,3,1,0.7,day,6,20.58,52477.46,2.43,32691.96,11.87,9.35,0
TR-0244,2026-04-20,SKU-BLACK-001,SKU-YELLOW-001,18L,1L,0.3,4,6,1.0,night,0,31.68,107723.28,4.23,46824.22,12.88,14.4,1
TR-0245,2026-04-21,SKU-GOLD-001,SKU-WHITE-001,1L,4L,0.9,4,0,1.0,day,1,26.3,89418.91,3.11,39972.32,12.39,11.95,1
TR-0246,2026-04-22,SKU-GOLD-001,SKU-PURPLE-001,4L,18L,0.3,3,3,0.7,night,2,31.0,79055.85,3.88,45957.47,12.82,14.09,1
TR-0247,2026-04-23,SKU-PURPLE-001,SKU-GRAY-001,4L,18L,0.3,5,2,0.3,day,3,25.37,107831.7,3.1,38791.85,12.31,11.53,0
TR-0248,2026-04-24,SKU-BLACK-001,SKU-WHITE-001,18L,4L,0.6,5,0,0.7,day,4,32.9,139839.0,4.52,48376.92,12.99,14.96,1
TR-0249,2026-04-25,SKU-SILVER-001,SKU-BLACK-001,4L,1L,0.9,3,0,0.3,night,5,34.14,87049.62,4.48,49947.23,13.1,15.52,1
TR-0250,2026-04-26,SKU-IVORY-001,SKU-ORANGE-001,1L,4L,0.3,3,6,0.3,night,6,25.82,65835.18,3.11,39358.92,12.35,11.74,0
TR-0251,2026-04-27,SKU-PURPLE-001,SKU-BLUE-001,18L,1L,0.6,3,6,1.0,night,0,19.54,49832.55,2.19,31371.86,11.78,8.88,0
TR-0252,2026-04-28,SKU-WHITE-001,SKU-ORANGE-001,18L,18L,0.3,3,7,0.3,night,1,24.87,63420.22,3.09,38153.58,8.46,11.3,0
TR-0253,2026-04-29,SKU-GOLD-001,SKU-GOLD-001,18L,18L,0.9,3,3,1.0,night,2,10.81,27575.04,1.18,15262.94,7.18,4.92,0
TR-0254,2026-04-30,SKU-BLACK-001,SKU-BLACK-001,4L,1L,0.3,5,2,0.7,day,3,14.53,61768.78,1.59,19997.6,11.32,6.61,0
TR-0255,2026-05-01,SKU-GOLD-001,SKU-GRAY-001,4L,18L,0.9,5,6,0.7,night,4,26.74,113634.02,3.08,40529.44,12.43,12.15,1
TR-0256,2026-05-02,SKU-GREEN-001,SKU-SILVER-001,1L,1L,0.3,5,0,0.3,day,5,26.61,113101.4,3.28,40369.94,8.62,12.1,0
TR-0257,2026-05-03,SKU-GREEN-001,SKU-BLACK-001,18L,18L,0.6,3,5,0.3,day,6,23.3,59423.75,2.92,36158.91,8.32,10.59,0
TR-0258,2026-05-04,SKU-BLACK-001,SKU-ORANGE-001,1L,18L,0.3,3,1,0.3,day,0,27.84,70991.05,3.59,41932.25,12.53,12.65,0
TR-0259,2026-05-05,SKU-BLACK-001,SKU-BLUE-001,18L,1L,0.9,5,3,0.3,night,1,23.12,98264.68,2.77,35926.86,12.1,10.51,0
TR-0260,2026-05-06,SKU-SILVER-001,SKU-GRAY-001,4L,18L,0.3,2,3,0.7,night,2,27.44,46649.07,3.23,41424.44,12.49,12.47,1
TR-0261,2026-05-07,SKU-BLACK-001,SKU-GRAY-001,4L,4L,0.9,4,5,0.7,night,3,24.15,82111.02,3.16,37236.74,8.4,10.98,0
TR-0262,2026-05-08,SKU-WHITE-001,SKU-GREEN-001,18L,18L,0.6,3,4,0.3,day,4,26.3,67062.62,3.42,39971.54,8.59,11.95,0
TR-0263,2026-05-09,SKU-GRAY-001,SKU-BLACK-001,1L,18L,0.6,4,1,0.7,day,5,26.27,89305.98,3.39,39930.05,12.39,11.94,0
TR-0264,2026-05-10,SKU-BLACK-001,SKU-IVORY-001,4L,1L,0.3,4,3,0.7,day,6,31.96,108667.96,4.33,47177.84,12.91,14.53,1
TR-0265,2026-05-11,SKU-GRAY-001,SKU-GRAY-001,1L,1L,0.9,5,0,0.7,night,0,10.67,45341.82,1.16,15078.3,7.17,4.85,0
TR-0266,2026-05-12,SKU-ORANGE-001,SKU-WHITE-001,1L,4L,0.9,5,7,0.7,night,1,26.31,111809.94,3.25,39983.19,12.39,11.96,0
TR-0267,2026-05-13,SKU-RED-001,SKU-GRAY-001,18L,1L,0.3,4,7,1.0,night,2,21.88,74382.06,2.46,34343.55,11.99,9.94,0
TR-0268,2026-05-14,SKU-IVORY-001,SKU-PURPLE-001,1L,18L,0.9,3,5,0.3,day,3,30.22,77060.97,3.95,44961.8,12.75,13.74,0
TR-0269,2026-05-15,SKU-GOLD-001,SKU-GRAY-001,4L,1L,0.3,2,5,0.3,day,4,28.32,48150.09,3.26,42548.2,12.57,12.87,1
TR-0270,2026-04-01,SKU-ORANGE-001,SKU-GREEN-001,18L,4L,0.6,4,7,0.3,night,2,24.08,81859.65,2.8,37142.65,12.19,10.94,0
TR-0271,2026-04-02,SKU-RED-001,SKU-BLACK-001,18L,18L,0.6,5,4,1.0,day,3,22.0,93513.22,2.84,34503.96,8.2,10.0,0
TR-0272,2026-04-03,SKU-BLACK-001,SKU-RED-001,18L,1L,0.6,3,1,1.0,night,4,23.18,59101.63,2.97,35998.14,12.11,10.54,0
TR-0273,2026-04-04,SKU-GRAY-001,SKU-SILVER-001,1L,4L,0.9,4,6,0.3,night,5,28.67,97469.13,3.36,42985.77,12.61,13.03,0
TR-0274,2026-04-05,SKU-ORANGE-001,SKU-PURPLE-001,18L,1L,0.9,4,6,0.7,day,6,24.87,84566.13,3.08,38155.77,12.26,11.31,0
TR-0275,2026-04-06,SKU-RED-001,SKU-GREEN-001,1L,1L,0.9,5,7,0.7,day,0,18.11,76975.54,2.04,29551.5,7.85,8.23,0
TR-0276,2026-04-07,SKU-SILVER-001,SKU-IVORY-001,4L,4L,0.3,3,4,0.3,day,1,24.49,62446.38,2.76,37667.54,8.43,11.13,1
TR-0277,2026-04-08,SKU-RED-001,SKU-GREEN-001,1L,4L,0.9,5,0,1.0,night,2,17.88,75999.93,2.02,29259.34,11.63,8.13,0
TR-0278,2026-04-09,SKU-PURPLE-001,SKU-SILVER-001,1L,1L,0.9,5,2,0.3,day,3,29.15,123876.63,3.75,43596.75,8.85,13.25,1
TR-0279,2026-04-10,SKU-WHITE-001,SKU-BLACK-001,18L,4L,0.3,3,3,0.3,night,4,35.16,89669.63,4.77,51254.9,13.2,15.98,0
TR-0280,2026-04-11,SKU-GRAY-001,SKU-BLACK-001,18L,18L,0.3,4,0,0.3,day,5,24.81,84362.55,3.23,38079.57,8.46,11.28,0
TR-0281,2026-04-12,SKU-BLUE-001,SKU-GOLD-001,18L,1L,0.3,4,0,1.0,night,6,28.5,96914.73,3.55,42778.24,12.59,12.96,0
TR-0282,2026-04-13,SKU-PURPLE-001,SKU-RED-001,18L,1L,0.3,5,4,1.0,night,0,21.81,92689.47,2.63,34257.27,11.98,9.91,0
TR-0283,2026-04-14,SKU-YELLOW-001,SKU-BLACK-001,4L,18L,0.9,3,7,1.0,day,1,30.77,78468.65,4.13,45664.39,12.8,13.99,0
TR-0284,2026-04-15,SKU-SILVER-001,SKU-PURPLE-001,1L,1L,0.9,2,1,0.7,night,2,27.72,47117.73,3.59,41775.3,8.72,12.6,1
TR-0285,2026-04-16,SKU-BLACK-001,SKU-GOLD-001,4L,4L,0.3,2,1,0.3,day,3,31.27,53152.37,4.1,46293.21,9.04,14.21,0
TR-0286,2026-04-17,SKU-BLACK-001,SKU-RED-001,1L,4L,0.3,3,5,0.3,night,4,27.13,69171.99,3.4,41024.35,12.47,12.33,0
TR-0287,2026-04-18,SKU-WHITE-001,SKU-BLUE-001,18L,1L,0.6,5,4,0.3,day,5,31.32,133119.45,4.11,46364.65,12.85,14.24,0
TR-0288,2026-04-19,SKU-ORANGE-001,SKU-GOLD-001,1L,1L,0.6,3,6,0.7,day,6,24.14,61544.6,2.77,37217.45,8.39,10.97,0
TR-0289,2026-04-20,SKU-BLUE-001,SKU-ORANGE-001,1L,1L,0.3,4,2,1.0,night,0,20.48,69626.45,2.55,32563.38,8.06,9.31,0
TR-0290,2026-04-21,SKU-SILVER-001,SKU-GREEN-001,4L,4L,0.6,5,0,1.0,day,1,24.56,104366.66,3.06,37754.19,8.43,11.16,1
TR-0291,2026-04-22,SKU-RED-001,SKU-PURPLE-001,1L,4L,0.9,3,5,0.7,day,2,22.76,58036.13,2.74,35466.34,12.07,10.35,0
TR-0292,2026-04-23,SKU-YELLOW-001,SKU-GRAY-001,1L,4L,0.9,5,1,0.3,day,3,21.91,93121.74,2.65,34386.72,11.99,9.96,0
TR-0293,2026-04-24,SKU-ORANGE-001,SKU-BLACK-001,1L,18L,0.3,4,1,0.7,day,4,26.54,90246.75,3.45,40282.2,12.41,12.07,0
TR-0294,2026-04-25,SKU-GRAY-001,SKU-GRAY-001,18L,1L,0.9,3,7,0.7,night,5,15.69,40011.05,1.71,21469.86,11.43,7.13,0
TR-0295,2026-04-26,SKU-GRAY-001,SKU-YELLOW-001,18L,1L,0.9,5,7,1.0,night,6,22.24,94536.9,2.68,34810.52,12.02,10.11,0
TR-0296,2026-04-27,SKU-SILVER-001,SKU-ORANGE-001,4L,4L,0.6,4,0,0.3,night,0,23.97,81509.86,2.82,37011.71,8.38,10.9,1
TR-0297,2026-04-28,SKU-GOLD-001,SKU-YELLOW-001,4L,18L,0.6,3,0,0.3,night,1,25.81,65825.43,2.9,39354.05,12.35,11.73,1
TR-0298,2026-04-29,SKU-GREEN-001,SKU-YELLOW-001,1L,1L,0.3,2,2,1.0,night,2,20.94,35592.07,2.68,33146.47,8.1,9.52,0
TR-0299,2026-04-30,SKU-SILVER-001,SKU-ORANGE-001,4L,1L,0.6,5,0,0.7,day,3,24.94,106013.46,2.92,38247.35,12.27,11.34,1
TR-0300,2026-05-01,SKU-YELLOW-001,SKU-PURPLE-001,18L,4L,0.9,2,3,1.0,day,4,26.31,44724.47,3.46,39983.56,12.39,11.96,0
TR-0301,2026-05-02,SKU-ORANGE-001,SKU-SILVER-001,4L,18L,0.9,5,5,1.0,day,5,25.8,109650.63,3.01,39336.55,12.35,11.73,0
TR-0302,2026-05-03,SKU-YELLOW-001,SKU-RED-001,18L,4L,0.6,4,1,1.0,day,6,22.57,76726.35,2.8,35221.09,12.05,10.26,0
TR-0303,2026-05-04,SKU-GOLD-001,SKU-GREEN-001,1L,1L,0.6,2,2,0.7,day,0,24.77,42107.27,3.01,38024.16,8.45,11.26,1
TR-0304,2026-05-05,SKU-GRAY-001,SKU-GREEN-001,18L,1L,0.3,5,3,0.7,day,1,21.99,93466.26,2.54,34489.9,12.0,10.0,0
TR-0305,2026-05-06,SKU-GOLD-001,SKU-BLACK-001,4L,1L,0.3,2,1,1.0,day,2,32.29,54900.66,4.21,47602.1,12.94,14.68,1
TR-0306,2026-05-07,SKU-GOLD-001,SKU-GRAY-001,18L,18L,0.9,4,0,1.0,day,3,21.67,73684.98,2.53,34082.61,8.17,9.85,1
TR-0307,2026-05-08,SKU-YELLOW-001,SKU-GOLD-001,1L,18L,0.6,4,6,0.3,day,4,27.97,95106.72,3.14,42101.45,12.54,12.71,0
TR-0308,2026-05-09,SKU-GOLD-001,SKU-GRAY-001,4L,18L,0.9,4,7,0.3,night,5,28.56,97095.52,3.28,42845.92,12.6,12.98,1
TR-0309,2026-05-10,SKU-PURPLE-001,SKU-GREEN-001,1L,18L,0.9,4,0,1.0,night,6,19.64,66764.95,2.33,31492.23,11.79,8.93,0
TR-0310,2026-05-11,SKU-GOLD-001,SKU-GRAY-001,1L,18L,0.3,3,0,0.7,night,0,25.8,65796.4,2.98,39339.56,12.35,11.73,1
TR-0311,2026-05-12,SKU-SILVER-001,SKU-PURPLE-001,18L,18L,0.6,2,7,1.0,night,1,29.89,50808.04,3.83,44538.11,8.92,13.59,1
TR-0312,2026-05-13,SKU-PURPLE-001,SKU-SILVER-001,1L,1L,0.6,5,2,1.0,day,2,27.79,118105.72,3.6,41868.56,8.73,12.63,1
TR-0313,2026-05-14,SKU-BLACK-001,SKU-PURPLE-001,1L,4L,0.9,5,7,0.7,night,3,22.51,95662.83,2.64,35147.69,12.05,10.23,0
TR-0314,2026-05-15,SKU-SILVER-001,SKU-BLACK-001,18L,4L,0.6,3,6,0.3,day,4,36.81,93870.15,4.77,53351.41,13.35,16.73,1
TR-0315,2026-04-01,SKU-BLACK-001,SKU-ORANGE-001,4L,18L,0.6,5,4,0.7,day,2,27.67,117579.72,3.57,41711.04,12.52,12.58,0
TR-0316,2026-04-02,SKU-GREEN-001,SKU-ORANGE-001,18L,1L,0.6,4,6,0.7,day,3,22.22,75531.17,2.6,34773.7,12.02,10.1,0
TR-0317,2026-04-03,SKU-ORANGE-001,SKU-WHITE-001,18L,18L,0.3,5,4,0.7,night,4,22.52,95726.94,2.83,35166.89,8.25,10.24,0
TR-0318,2026-04-04,SKU-BLUE-001,SKU-ORANGE-001,18L,4L,0.9,2,4,0.7,night,5,23.23,39495.06,2.85,36068.5,12.11,10.56,0
TR-0319,2026-04-05,SKU-BLACK-001,SKU-RED-001,1L,1L,0.6,2,0,0.7,night,6,21.63,36777.65,2.8,34034.07,8.17,9.83,0
TR-0320,2026-04-06,SKU-YELLOW-001,SKU-YELLOW-001,18L,1L,0.9,3,1,0.7,day,0,13.65,34814.74,1.49,18876.34,11.24,6.21,0
TR-0321,2026-04-07,SKU-GOLD-001,SKU-SILVER-001,1L,4L,0.6,5,6,0.3,night,1,22.15,94149.3,2.48,34694.44,12.01,10.07,0
TR-0322,2026-04-08,SKU-ORANGE-001,SKU-RED-001,4L,18L,0.9,4,0,0.7,day,2,19.28,65537.85,2.21,31032.89,11.75,8.76,0
TR-0323,2026-04-09,SKU-BLUE-001,SKU-GOLD-001,4L,1L,0.3,5,6,0.7,night,3,31.09,132128.73,3.84,46067.96,12.83,14.13,0
