transition_id,transition_date,from_sku,to_sku,from_package_size,to_package_size,worker_skill,crew_size,days_since_last_clean,equipment_condition,shift,day_of_week,setup_time,labor_cost,material_loss,wash_cost,packaging_time,downtime,sequence_violation_ref
TR-0201,2025-11-23,SKU-IVORY-001,SKU-DGRAY-001,18L,1L,0.3,5,3,0.7,night,6,22.84,110825.19,2.8313,62319.81,12.43,13.5,0
TR-0204,2025-11-19,SKU-IVORY-001,SKU-DGRAY-001,1L,1L,0.6,3,0,0.3,night,2,22.02,77615.37,4.728,83307.8,4.75,23.41,0
TR-0205,2026-03-18,SKU-IVORY-001,SKU-DGRAY-001,4L,1L,0.3,4,0,1.0,day,2,14.44,94669.77,2.0732,29933.07,15.24,5.91,0
TR-0206,2026-04-14,SKU-IVORY-001,SKU-DGRAY-001,1L,4L,0.9,3,0,0.3,day,1,18.82,47751.04,4.6645,82467.67,13.53,21.67,0
TR-0207,2025-12-15,SKU-IVORY-001,SKU-DGRAY-001,1L,4L,0.9,2,1,0.7,night,0,5.94,56386.76,2.8317,56197.04,17.44,17.89,0
TR-0208,2026-01-08,SKU-IVORY-001,SKU-DGRAY-001,4L,1L,0.3,4,7,0.7,day,3,21.6,93082.78,2.7577,96531.8,14.33,15.35,0
TR-0209,2026-03-26,SKU-IVORY-001,SKU-DGRAY-001,1L,1L,0.3,2,1,1.0,day,3,18.47,99909.36,2.0587,35555.09,4.15,9.57,0
TR-0210,2025-11-10,SKU-IVORY-001,SKU-DGRAY-001,4L,18L,0.9,5,1,0.7,day,0,6.99,49370.97,3.1297,61464.4,13.35,17.09,0
TR-0211,2025-11-14,SKU-IVORY-001,SKU-BLACK-001,1L,18L,0.3,5,0,0.7,night,4,26.42,134527.43,3.8112,60133.83,13.87,19.42,0
TR-0212,2026-01-17,SKU-IVORY-001,SKU-BLACK-001,4L,1L,0.6,5,1,1.0,day,5,15.23,92678.78,2.1361,49157.89,12.98,8.08,0
TR-0215,2026-04-19,SKU-IVORY-001,SKU-BLACK-001,18L,1L,0.6,4,7,1.0,night,6,10.17,100022.77,2.1713,61032.97,15.5,7.8,0
TR-0216,2025-12-10,SKU-IVORY-001,SKU-BLACK-001,1L,4L,0.6,5,0,1.0,night,2,13.16,92971.18,2.2998,36048.22,15.85,11.2,0
TR-0217,2026-04-25,SKU-IVORY-001,SKU-BLACK-001,1L,4L,0.9,2,1,0.7,day,5,14.92,49278.97,3.9235,71600.05,14.31,16.81,0
TR-0218,2025-12-15,SKU-IVORY-001,SKU-BLACK-001,1L,4L,0.6,3,0,0.7,day,0,20.08,97827.04,3.6824,61811.91,16.05,18.08,0
TR-0219,2026-02-11,SKU-IVORY-001,SKU-BLACK-001,1L,4L,0.9,2,3,0.3,day,2,22.45,46345.32,5.2864,125428.81,18.25,30.72,0
TR-0220,2026-01-24,SKU-IVORY-001,SKU-BLACK-001,1L,18L,0.3,3,7,1.0,night,5,11.93,120262.01,2.2047,57527.53,16.34,9.53,0
TR-0221,2026-02-23,SKU-IVORY-001,SKU-METAL-001,18L,1L,0.9,3,3,0.7,night,0,13.04,61897.82,2.9544,56924.55,12.49,15.74,0
TR-0222,2026-03-15,SKU-IVORY-001,SKU-METAL-001,1L,18L,0.9,2,7,1.0,night,6,0.81,49444.79,1.9218,44790.02,14.31,9.63,0
TR-0223,2025-11-07,SKU-IVORY-001,SKU-METAL-001,1L,1L,0.6,2,7,1.0,night,4,10.25,86425.95,1.5776,23993.63,4.13,6.89,0
TR-0224,2025-11-15,SKU-IVORY-001,SKU-METAL-001,4L,18L,0.9,5,3,0.3,day,5,16.72,47436.85,4.118,99838.93,12.38,20.85,0
TR-0227,2025-11-19,SKU-IVORY-001,SKU-METAL-001,1L,18L,0.6,2,3,0.7,night,2,16.9,96243.49,2.6316,62973.39,17.81,13.64,0
TR-0228,2025-12-15,SKU-IVORY-001,SKU-METAL-001,4L,4L,0.9,4,1,1.0,day,0,2.48,46618.39,1.7804,35870.15,8.11,8.24,0
TR-0229,2026-03-27,SKU-IVORY-001,SKU-METAL-001,1L,18L,0.9,2,1,1.0,night,4,12.91,57078.55,1.9809,24008.33,16.02,7.77,0
TR-0230,2025-11-20,SKU-IVORY-001,SKU-METAL-001,1L,18L,0.3,2,3,0.7,day,3,20.78,101610.95,2.8955,64531.31,15.08,14.41,0
TR-0231,2026-02-07,SKU-IVORY-001,SKU-SPECIAL-001,4L,4L,0.3,5,7,0.7,night,5,17.15,86270.65,2.457,68354.97,3.22,10.68,0
TR-0233,2025-11-24,SKU-IVORY-001,SKU-SPECIAL-001,1L,18L,0.6,2,7,1.0,day,0,5.42,73371.92,1.4488,36105.11,17.03,7.19,0
TR-0234,2026-03-22,SKU-IVORY-001,SKU-SPECIAL-001,4L,4L,0.6,4,3,0.3,day,6,25.5,69071.94,3.5936,88202.89,3.64,22.3,0
TR-0235,2026-01-15,SKU-IVORY-001,SKU-SPECIAL-001,18L,4L,0.6,3,0,0.3,day,3,22.97,80016.92,4.0246,73170.23,14.28,22.56,0
TR-0236,2026-03-06,SKU-IVORY-001,SKU-SPECIAL-001,18L,1L,0.9,5,1,0.7,night,4,7.02,50313.3,2.7144,51753.09,15.24,14.72,0
TR-0237,2025-11-16,SKU-IVORY-001,SKU-SPECIAL-001,1L,4L,0.3,2,3,1.0,night,6,14.5,87645.06,1.1699,30125.63,15.87,5.63,0
TR-0239,2026-04-08,SKU-IVORY-001,SKU-SPECIAL-001,1L,18L,0.6,3,1,0.3,day,2,23.99,75130.65,3.7164,78819.14,17.81,20.63,0
TR-0240,2026-04-02,SKU-IVORY-001,SKU-SPECIAL-001,1L,18L,0.3,2,7,1.0,night,3,4.96,84400.61,1.2774,36270.83,18.1,7.76,0
TR-0241,2026-03-31,SKU-LGRAY-001,SKU-WHITE-001,4L,4L,0.6,3,1,1.0,day,1,9.2,61089.35,1.026,16085.9,3.21,5.19,0
TR-0242,2026-02-14,SKU-LGRAY-001,SKU-WHITE-001,1L,4L,0.9,5,0,0.3,night,5,7.15,39364.95,2.1442,52373.0,11.74,17.9,0
TR-0243,2026-04-26,SKU-LGRAY-001,SKU-WHITE-001,1L,4L,0.6,4,0,0.7,night,6,7.92,71815.07,1.1855,39722.31,16.42,9.55,0
TR-0244,2026-01-16,SKU-LGRAY-001,SKU-WHITE-001,18L,4L,0.6,4,7,1.0,day,4,6.55,61693.45,0.4392,30643.19,15.24,1.59,0
TR-0246,2026-02-01,SKU-LGRAY-001,SKU-WHITE-001,4L,1L,0.6,5,0,1.0,day,6,5.94,36615.72,1.1334,23384.67,12.5,6.0,0
TR-0247,2026-01-28,SKU-LGRAY-001,SKU-WHITE-001,1L,18L,0.9,2,3,0.3,night,2,16.16,43815.35,2.2153,63025.59,15.26,16.81,0
TR-0248,2025-12-23,SKU-LGRAY-001,SKU-WHITE-001,1L,4L,0.3,2,7,0.3,day,1,20.81,74182.71,2.9625,75117.04,13.22,20.31,0
TR-0249,2026-04-14,SKU-LGRAY-001,SKU-WHITE-001,1L,18L,0.6,5,3,0.3,night,1,14.67,56607.46,2.1413,65756.87,22.72,15.76,0
TR-0251,2026-04-16,SKU-LGRAY-001,SKU-IVORY-001,1L,1L,0.3,2,7,1.0,night,3,4.22,61787.77,0.0,12720.21,4.88,6.48,0
TR-0252,2026-02-08,SKU-LGRAY-001,SKU-IVORY-001,4L,4L,0.9,3,3,1.0,day,6,1.45,14806.1,0.7483,9304.41,3.94,5.71,0
TR-0253,2025-12-14,SKU-LGRAY-001,SKU-IVORY-001,18L,18L,0.3,4,0,0.7,day,6,10.65,50737.47,0.8799,14376.71,9.05,6.3,0
TR-0254,2026-04-17,SKU-LGRAY-001,SKU-IVORY-001,1L,1L,0.9,4,7,0.7,night,4,5.29,43998.43,0.8478,39107.42,6.77,5.73,0
TR-0256,2026-02-26,SKU-LGRAY-001,SKU-IVORY-001,1L,18L,0.3,2,7,0.7,day,3,10.52,61963.14,1.181,36537.24,15.39,5.11,0
TR-0257,2025-12-11,SKU-LGRAY-001,SKU-IVORY-001,4L,4L,0.3,3,7,1.0,night,3,0.0,75631.4,0.6957,27363.27,5.6,6.24,0
TR-0258,2025-11-04,SKU-LGRAY-001,SKU-IVORY-001,18L,4L,0.9,3,0,1.0,day,1,1.53,31046.05,0.3815,10097.32,16.36,5.83,0
TR-0259,2026-03-31,SKU-LGRAY-001,SKU-IVORY-001,1L,1L,0.3,4,3,0.7,night,1,6.74,95068.62,1.8651,30860.23,1.68,7.91,0
TR-0262,2026-03-02,SKU-LGRAY-001,SKU-LGRAY-001,4L,1L,0.9,2,3,0.7,day,0,2.96,26576.98,0.5996,13978.13,15.46,4.78,0
TR-0263,2026-04-08,SKU-LGRAY-001,SKU-LGRAY-001,1L,1L,0.3,5,1,1.0,day,2,5.79,67423.44,0.3525,0.0,4.0,3.84,0
TR-0264,2026-03-21,SKU-LGRAY-001,SKU-LGRAY-001,4L,1L,0.6,4,1,0.3,day,5,6.81,51070.81,0.7163,14159.59,15.51,9.5,0
TR-0265,2026-03-11,SKU-LGRAY-001,SKU-LGRAY-001,1L,4L,0.6,3,7,0.7,night,2,4.96,52784.17,0.7758,22350.34,14.09,9.08,0
TR-0267,2026-01-27,SKU-LGRAY-001,SKU-LGRAY-001,1L,4L,0.6,4,7,1.0,night,1,4.94,52888.37,0.2594,5598.92,14.77,2.54,0
TR-0268,2025-12-11,SKU-LGRAY-001,SKU-LGRAY-001,1L,18L,0.6,5,1,1.0,night,3,4.35,62453.94,0.0,1880.87,14.4,0.0,0
TR-0269,2026-03-04,SKU-LGRAY-001,SKU-LGRAY-001,18L,1L,0.6,5,0,0.3,night,2,9.63,58355.63,0.8306,21347.85,14.87,5.59,0
TR-0270,2025-12-28,SKU-LGRAY-001,SKU-LGRAY-001,18L,4L,0.6,2,7,1.0,day,6,0.0,42137.88,0.2679,13316.31,16.95,0.0,0
TR-0271,2026-04-06,SKU-LGRAY-001,SKU-GRAY-001,1L,4L,0.3,5,7,0.3,day,0,21.14,71256.48,2.6316,64243.62,12.47,14.19,0
TR-0272,2026-02-05,SKU-LGRAY-001,SKU-GRAY-001,4L,1L,0.6,5,7,0.3,night,3,14.41,52526.12,2.4272,69460.65,16.65,15.54,0
TR-0274,2026-04-08,SKU-LGRAY-001,SKU-GRAY-001,4L,4L,0.6,5,0,0.3,day,2,18.65,46219.27,2.0193,44064.65,3.15,13.73,0
TR-0275,2025-11-28,SKU-LGRAY-001,SKU-GRAY-001,1L,1L,0.3,5,0,0.7,day,4,16.09,67486.01,1.7467,38660.62,5.62,5.98,0
TR-0276,2025-11-28,SKU-LGRAY-001,SKU-GRAY-001,4L,1L,0.9,2,7,0.7,day,4,6.99,36321.44,1.1606,43575.03,12.58,10.19,0
TR-0277,2026-03-11,SKU-LGRAY-001,SKU-GRAY-001,4L,18L,0.9,3,1,0.3,night,2,8.31,35573.76,2.9774,41814.49,12.61,15.64,0
TR-0278,2026-04-27,SKU-LGRAY-001,SKU-GRAY-001,4L,1L,0.6,4,7,0.3,day,0,11.87,55733.36,2.1672,72683.82,13.81,10.51,0
TR-0280,2025-11-30,SKU-LGRAY-001,SKU-GRAY-001,4L,4L,0.9,5,3,0.7,day,6,6.05,44484.48,1.8937,34558.98,6.03,12.27,0
TR-0281,2025-12-12,SKU-LGRAY-001,SKU-BLUE-001,18L,4L,0.3,2,3,0.3,day,4,23.0,72651.99,2.78,69730.11,13.68,15.96,0
TR-0282,2026-04-15,SKU-LGRAY-001,SKU-BLUE-001,4L,1L,0.9,4,0,0.7,night,2,3.4,38681.44,1.2442,38008.92,18.11,11.59,0
TR-0283,2025-12-22,SKU-LGRAY-001,SKU-BLUE-001,4L,4L,0.6,3,3,1.0,day,0,8.11,59829.86,1.3003,11073.82,4.47,4.83,0
TR-0284,2025-12-15,SKU-LGRAY-001,SKU-BLUE-001,4L,1L,0.3,5,3,1.0,night,0,11.84,93614.15,1.3886,28637.18,14.71,4.88,0
TR-0285,2025-12-10,SKU-LGRAY-001,SKU-BLUE-001,18L,4L,0.9,4,7,1.0,night,2,8.78,27106.98,1.0004,33418.8,11.52,5.55,0
TR-0287,2026-04-16,SKU-LGRAY-001,SKU-BLUE-001,1L,4L,0.6,3,1,0.3,night,3,14.88,75042.52,3.231,63072.56,14.93,16.06,0
TR-0288,2026-03-13,SKU-LGRAY-001,SKU-BLUE-001,18L,1L,0.9,5,7,0.3,night,4,14.11,27527.35,3.0163,80417.63,17.48,20.84,0
TR-0289,2026-03-18,SKU-LGRAY-001,SKU-BLUE-001,4L,4L,0.3,3,7,0.3,day,2,20.54,95268.12,3.0029,80537.76,2.13,12.73,0
TR-0291,2026-02-24,SKU-LGRAY-001,SKU-RED-001,4L,4L,0.3,5,0,1.0,day,1,7.21,85597.6,0.8421,15413.37,4.76,5.66,0
TR-0293,2026-03-20,SKU-LGRAY-001,SKU-RED-001,1L,4L,0.6,4,0,1.0,day,4,7.6,55745.54,1.0275,21151.1,16.61,5.84,0
TR-0294,2026-01-28,SKU-LGRAY-001,SKU-RED-001,1L,18L,0.9,3,1,0.3,day,2,11.83,51566.37,3.705,59218.24,14.39,17.33,0
TR-0295,2026-03-21,SKU-LGRAY-001,SKU-RED-001,4L,4L,0.6,2,3,0.3,day,5,19.77,61861.44,3.5473,65217.21,4.49,16.84,0
TR-0296,2026-04-08,SKU-LGRAY-001,SKU-RED-001,1L,1L,0.6,5,3,1.0,night,2,6.78,60221.2,1.0178,23096.3,6.17,6.09,0
TR-0297,2026-01-20,SKU-LGRAY-001,SKU-RED-001,1L,1L,0.9,5,3,0.7,day,1,7.46,33982.76,2.2109,41080.34,5.36,8.92,0
TR-0298,2025-11-28,SKU-LGRAY-001,SKU-RED-001,1L,4L,0.6,3,1,0.7,day,4,12.02,70521.82,1.8263,28866.66,16.01,8.77,0
TR-0299,2026-04-01,SKU-LGRAY-001,SKU-RED-001,1L,1L,0.6,5,1,0.7,night,2,13.78,72787.07,1.9226,47790.88,2.67,11.73,0
TR-0301,2026-01-31,SKU-LGRAY-001,SKU-GREEN-001,1L,4L,0.3,2,3,0.7,day,5,17.93,87936.85,1.8044,42568.4,12.84,10.92,0
TR-0302,2025-11-12,SKU-LGRAY-001,SKU-GREEN-001,1L,4L,0.3,4,3,1.0,day,2,7.03,67028.14,0.7843,27220.22,16.34,6.72,0
TR-0303,2025-12-28,SKU-LGRAY-001,SKU-GREEN-001,4L,1L,0.6,5,7,1.0,day,6,5.2,62820.68,1.2237,29920.43,14.14,4.92,0
TR-0304,2025-12-18,SKU-LGRAY-001,SKU-GREEN-001,1L,4L,0.3,3,7,0.7,day,3,12.56,82759.49,2.1325,53077.42,15.21,10.13,0
TR-0305,2025-11-12,SKU-LGRAY-001,SKU-GREEN-001,1L,4L,0.3,2,1,0.3,day,2,24.98,92049.97,2.9747,60170.13,14.64,16.35,0
TR-0306,2026-04-19,SKU-LGRAY-001,SKU-GREEN-001,18L,18L,0.3,5,7,0.7,day,6,16.55,88201.48,2.2698,57463.65,5.31,7.72,0
TR-0308,2025-12-09,SKU-LGRAY-001,SKU-GREEN-001,4L,1L,0.9,2,0,0.3,night,1,9.05,46539.81,3.0764,43723.26,17.79,15.35,0
TR-0310,2026-01-05,SKU-LGRAY-001,SKU-GREEN-001,4L,1L,0.3,4,7,0.7,day,0,20.91,91317.94,1.9763,52699.45,13.08,10.26,0
TR-0311,2025-12-23,SKU-LGRAY-001,SKU-BROWN-001,4L,1L,0.6,2,1,0.7,night,1,13.6,66479.63,2.2169,51541.54,17.01,12.5,0
TR-0312,2025-12-23,SKU-LGRAY-001,SKU-BROWN-001,4L,4L,0.6,3,3,1.0,night,1,7.86,69600.81,1.749,34037.96,4.65,3.29,0
TR-0313,2026-04-18,SKU-LGRAY-001,SKU-BROWN-001,1L,1L,0.9,3,0,0.3,night,5,15.73,41895.13,3.4407,57247.31,6.88,20.44,0
TR-0315,2026-04-17,SKU-LGRAY-001,SKU-BROWN-001,4L,4L,0.9,2,1,1.0,night,4,3.41,43085.06,0.9085,27175.62,4.88,7.71,0
TR-0317,2026-02-12,SKU-LGRAY-001,SKU-BROWN-001,4L,4L,0.9,2,0,1.0,night,3,4.71,44648.92,1.222,17672.69,5.57,5.89,0
TR-0318,2025-12-20,SKU-LGRAY-001,SKU-BROWN-001,4L,4L,0.3,4,1,0.7,day,5,15.17,86662.22,2.5064,43230.3,3.46,12.47,0
TR-0319,2026-03-18,SKU-LGRAY-001,SKU-BROWN-001,18L,4L,0.9,5,7,1.0,night,2,5.91,59663.99,1.2798,29089.96,12.42,7.85,0
TR-0320,2025-11-08,SKU-LGRAY-001,SKU-BROWN-001,4L,1L,0.6,3,1,0.7,night,5,17.34,91676.7,2.4146,43694.48,15.01,13.48,0
TR-0321,2026-04-22,SKU-LGRAY-001,SKU-DGRAY-001,4L,1L,0.9,3,7,0.7,night,2,10.64,58559.89,3.0431,76290.39,16.18,12.75,0
TR-0322,2025-12-22,SKU-LGRAY-001,SKU-DGRAY-001,1L,1L,0.6,3,1,0.3,day,0,24.72,70031.06,3.9209,72014.47,9.4,23.26,0
TR-0323,2026-03-07,SKU-LGRAY-001,SKU-DGRAY-001,4L,4L,0.9,2,7,0.7,night,5,1.16,65992.59,2.2255,70587.15,0.0,13.63,0
TR-0324,2026-03-11,SKU-LGRAY-001,SKU-DGRAY-001,1L,1L,0.9,3,0,1.0,night,2,1.93,45127.7,1.4753,26447.08,4.52,6.46,0
TR-0326,2026-01-08,SKU-LGRAY-001,SKU-DGRAY-001,4L,4L,0.6,3,7,0.7,day,3,10.43,63944.39,2.8176,73953.25,2.52,14.09,0
TR-0328,2026-02-16,SKU-LGRAY-001,SKU-DGRAY-001,4L,18L,0.9,4,7,0.7,night,0,6.28,43289.93,2.8638,67423.08,18.41,14.65,0
TR-0329,2026-03-02,SKU-LGRAY-001,SKU-DGRAY-001,18L,1L,0.9,4,3,0.7,night,0,3.41,53052.41,2.65,51262.22,17.91,16.07,0
TR-0330,2026-04-05,SKU-LGRAY-001,SKU-DGRAY-001,1L,4L,0.9,3,3,0.7,night,6,8.26,51709.78,1.9624,50431.06,13.79,14.42,0
TR-0331,2026-04-11,SKU-LGRAY-001,SKU-BLACK-001,18L,18L,0.9,4,7,1.0,night,5,7.39,62364.16,2.0238,48355.87,4.32,10.72,0
TR-0332,2026-01-08,SKU-LGRAY-001,SKU-BLACK-001,4L,1L,0.6,4,7,0.7,day,3,17.9,75759.66,2.7824,88349.08,17.89,14.96,0
TR-0333,2025-11-21,SKU-LGRAY-001,SKU-BLACK-001,1L,1L,0.3,2,7,1.0,day,4,16.42,103513.83,1.7155,50749.31,4.91,10.36,0
TR-0334,2026-04-17,SKU-LGRAY-001,SKU-BLACK-001,18L,1L,0.3,3,3,0.7,day,4,27.41,114818.32,3.2991,76452.56,16.13,14.74,0
TR-0335,2026-03-02,SKU-LGRAY-001,SKU-BLACK-001,4L,18L,0.6,5,1,1.0,day,0,7.29,77287.94,1.2255,31576.97,12.38,10.34,0
TR-0336,2026-03-17,SKU-LGRAY-001,SKU-BLACK-001,1L,1L,0.9,3,0,0.7,night,1,10.21,59304.09,3.2238,58896.59,6.55,12.54,0
TR-0338,2026-03-24,SKU-LGRAY-001,SKU-BLACK-001,4L,1L,0.9,5,7,0.3,night,1,22.17,45066.02,5.0039,140624.66,12.67,23.29,0
TR-0340,2026-01-22,SKU-LGRAY-001,SKU-BLACK-001,1L,1L,0.9,2,1,0.3,night,3,17.91,58505.11,4.8438,102906.93,6.36,27.19,0
TR-0342,2026-03-01,SKU-LGRAY-001,SKU-METAL-001,1L,18L,0.6,5,0,0.3,day,6,15.68,67060.41,4.7082,81592.86,16.02,24.55,0
TR-0343,2025-11-25,SKU-LGRAY-001,SKU-METAL-001,4L,18L,0.6,5,3,0.7,day,1,13.25,75564.8,2.2406,56223.15,14.94,16.5,0
TR-0344,2025-12-21,SKU-LGRAY-001,SKU-METAL-001,1L,1L,0.9,3,0,0.3,night,6,13.7,50400.64,3.8894,75300.53,5.07,21.19,0
TR-0345,2025-11-11,SKU-LGRAY-001,SKU-METAL-001,4L,4L,0.9,3,3,0.3,day,1,15.24,30812.76,3.2696,91855.25,7.8,21.4,0
TR-0346,2025-11-16,SKU-LGRAY-001,SKU-METAL-001,1L,1L,0.9,2,1,0.7,day,6,7.68,39857.6,2.1614,55734.5,7.53,11.61,0
TR-0347,2025-11-06,SKU-LGRAY-001,SKU-METAL-001,4L,1L,0.3,4,0,0.7,night,3,14.98,91793.54,2.4041,43933.07,13.3,13.17,0
TR-0349,2025-12-18,SKU-LGRAY-001,SKU-METAL-001,18L,4L,0.6,3,3,1.0,day,3,5.89,59187.36,1.5974,27518.74,12.47,7.84,0
TR-0350,2026-04-06,SKU-LGRAY-001,SKU-METAL-001,1L,4L,0.6,2,0,1.0,day,0,14.72,67474.23,1.4281,29600.68,16.02,8.61,0
TR-0351,2025-11-09,SKU-LGRAY-001,SKU-SPECIAL-001,4L,18L,0.9,5,3,0.3,night,6,13.41,64885.76,3.1355,88568.53,12.44,15.77,0
TR-0352,2025-11-21,SKU-LGRAY-001,SKU-SPECIAL-001,4L,4L,0.6,5,3,1.0,day,4,7.89,64157.38,1.149,25845.91,3.4,11.66,0
TR-0353,2026-03-13,SKU-LGRAY-001,SKU-SPECIAL-001,1L,4L,0.9,5,1,0.3,day,4,5.95,31256.43,2.9424,65159.24,14.92,16.17,0
TR-0355,2026-01-20,SKU-LGRAY-001,SKU-SPECIAL-001,4L,18L,0.6,5,7,1.0,night,1,3.84,73442.6,1.618,32888.69,16.37,6.43,0
TR-0357,2025-11-06,SKU-LGRAY-001,SKU-SPECIAL-001,4L,18L,0.6,3,0,0.3,night,3,17.8,63287.6,3.3738,67269.6,15.39,23.21,0
TR-0358,2025-11-24,SKU-LGRAY-001,SKU-SPECIAL-001,4L,4L,0.3,2,3,0.7,day,0,9.55,77278.05,1.429,52173.59,7.37,14.08,0
TR-0359,2025-11-10,SKU-LGRAY-001,SKU-SPECIAL-001,4L,4L,0.3,2,3,0.7,night,0,10.74,97761.46,1.803,56423.04,3.44,10.24,0
TR-0360,2025-11-03,SKU-LGRAY-001,SKU-SPECIAL-001,4L,4L,0.3,4,0,0.7,day,0,13.81,88440.92,2.3284,48290.95,10.32,12.37,0
TR-0362,2026-02-20,SKU-GRAY-001,SKU-WHITE-001,4L,1L,0.3,5,1,0.7,night,4,17.34,92385.08,2.0541,45684.14,15.02,14.07,0
TR-0363,2026-02-19,SKU-GRAY-001,SKU-WHITE-001,1L,18L,0.3,2,7,0.7,night,3,16.95,100648.22,2.3431,73472.88,13.0,18.88,0
TR-0364,2026-04-07,SKU-GRAY-001,SKU-WHITE-001,18L,18L,0.9,3,7,0.3,day,1,15.42,45160.63,3.1535,114422.21,5.51,21.33,0
TR-0365,2026-04-08,SKU-GRAY-001,SKU-WHITE-001,18L,18L,0.6,2,3,1.0,day,2,6.77,60138.69,1.7887,37053.04,5.6,10.04,0
TR-0366,2026-01-06,SKU-GRAY-001,SKU-WHITE-001,4L,4L,0.3,2,7,1.0,day,1,10.52,92566.34,1.8012,41695.54,4.7,9.82,0
TR-0367,2025-11-03,SKU-GRAY-001,SKU-WHITE-001,1L,4L,0.9,4,0,0.3,night,0,17.44,51984.48,4.0316,65042.87,15.91,20.77,0
TR-0369,2025-12-11,SKU-GRAY-001,SKU-WHITE-001,1L,4L,0.6,4,1,1.0,night,3,9.51,88757.02,0.9243,21160.95,15.19,7.15,0
TR-0370,2026-03-23,SKU-GRAY-001,SKU-WHITE-001,18L,1L,0.6,5,1,0.3,night,0,17.3,85081.04,3.4123,75054.91,12.74,22.19,0
TR-0371,2026-02-18,SKU-GRAY-001,SKU-IVORY-001,18L,18L,0.6,5,1,0.3,day,2,14.83,62487.48,3.2363,58076.49,3.39,13.64,0
TR-0372,2025-12-05,SKU-GRAY-001,SKU-IVORY-001,4L,18L,0.3,3,3,0.3,day,4,27.39,82794.49,3.1381,79685.12,12.75,22.48,0
TR-0373,2026-02-14,SKU-GRAY-001,SKU-IVORY-001,1L,4L,0.9,4,1,0.3,day,5,13.01,51839.58,3.0434,62623.48,12.83,15.9,0
TR-0375,2025-11-09,SKU-GRAY-001,SKU-IVORY-001,4L,18L,0.6,5,1,1.0,day,6,6.89,82101.18,0.7336,20616.55,16.56,4.68,0
TR-0376,2026-01-23,SKU-GRAY-001,SKU-IVORY-001,18L,18L,0.6,5,0,1.0,night,4,6.28,80048.67,0.9742,15881.87,2.21,5.75,0
TR-0378,2026-02-21,SKU-GRAY-001,SKU-IVORY-001,1L,1L,0.6,5,1,0.7,night,5,11.21,65973.56,1.9423,38219.32,6.06,9.28,0
TR-0379,2026-03-09,SKU-GRAY-001,SKU-IVORY-001,1L,4L,0.9,3,7,0.7,night,0,6.19,36266.27,1.7053,57737.42,15.66,13.3,0
TR-0380,2026-01-04,SKU-GRAY-001,SKU-IVORY-001,1L,4L,0.9,3,0,0.3,day,6,11.38,51581.42,3.3202,50376.62,14.21,12.22,0
TR-0382,2026-02-23,SKU-GRAY-001,SKU-LGRAY-001,1L,1L,0.3,3,0,1.0,night,0,11.19,71039.16,0.8846,16449.57,3.18,3.74,0
TR-0383,2025-12-26,SKU-GRAY-001,SKU-LGRAY-001,4L,4L,0.6,5,0,1.0,day,4,5.89,48342.31,0.6182,22291.83,5.29,4.64,0
TR-0384,2025-12-08,SKU-GRAY-001,SKU-LGRAY-001,1L,1L,0.3,2,3,0.7,day,0,16.41,79605.29,1.9432,36294.86,2.65,7.13,0
TR-0385,2026-04-02,SKU-GRAY-001,SKU-LGRAY-001,4L,4L,0.6,4,0,0.3,night,3,13.01,69931.88,1.9628,53574.97,5.41,13.69,0
TR-0386,2026-03-01,SKU-GRAY-001,SKU-LGRAY-001,1L,4L,0.6,4,7,1.0,day,6,4.38,65807.18,1.1877,18474.0,10.93,0.92,0
TR-0387,2026-03-04,SKU-GRAY-001,SKU-LGRAY-001,4L,4L,0.9,4,7,1.0,night,2,3.6,29691.95,0.3999,31490.13,3.24,3.66,0
TR-0388,2026-04-11,SKU-GRAY-001,SKU-LGRAY-001,4L,18L,0.9,3,3,0.3,day,5,13.03,40986.81,1.9504,58341.42,15.73,16.97,0
TR-0390,2025-11-30,SKU-GRAY-001,SKU-LGRAY-001,4L,1L,0.9,2,1,0.3,night,6,13.97,33783.05,2.4645,37749.82,16.05,14.54,0
TR-0391,2025-12-10,SKU-GRAY-001,SKU-GRAY-001,4L,18L,0.9,4,7,0.7,day,2,5.49,28908.77,0.442,18211.29,13.67,5.29,0
TR-0392,2026-04-25,SKU-GRAY-001,SKU-GRAY-001,1L,18L,0.6,2,1,0.7,day,5,4.75,40291.56,0.6614,19228.51,13.99,4.81,0
TR-0393,2025-11-30,SKU-GRAY-001,SKU-GRAY-001,18L,4L,0.9,4,0,0.7,night,6,9.45,24091.21,1.1075,19310.31,14.21,7.91,0
TR-0394,2025-12-15,SKU-GRAY-001,SKU-GRAY-001,1L,4L,0.3,2,7,1.0,day,0,6.77,64134.96,0.6253,2142.97,10.95,3.62,0
TR-0395,2026-01-19,SKU-GRAY-001,SKU-GRAY-001,4L,1L,0.3,3,1,1.0,day,0,0.21,59281.09,0.3962,10636.95,17.78,1.94,0
TR-0396,2026-04-02,SKU-GRAY-001,SKU-GRAY-001,18L,1L,0.3,2,3,0.3,night,3,11.88,71009.73,1.3347,24651.72,11.63,8.11,0
TR-0397,2026-04-21,SKU-GRAY-001,SKU-GRAY-001,1L,1L,0.6,2,0,1.0,day,1,4.35,43156.17,0.5506,12471.9,4.54,1.63,0
TR-0399,2026-04-02,SKU-GRAY-001,SKU-GRAY-001,18L,4L,0.9,5,3,0.7,night,3,6.15,29788.14,0.3744,10159.54,18.31,5.05,0
